neighbourhood,room_type,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Mission,Entire home/apt,37.75674,-122.41109,299,5,7,0.15,1,0
Mission,Entire home/apt,37.76191,-122.42345,220,3,24,0.79,1,6
Bernal Heights,Entire home/apt,37.74095,-122.42124,320,3,9,0.19,1,0
Outer Richmond,Entire home/apt,37.77615,-122.50717,145,2,123,2.54,1,4
Russian Hill,Entire home/apt,37.7977,-122.42117,80,30,92,1.9,2,73
Pacific Heights,Entire home/apt,37.79363,-122.44169,550,3,84,1.78,1,326
Inner Richmond,Entire home/apt,37.78295,-122.47385,265,3,103,2.18,1,320
Russian Hill,Entire home/apt,37.79815,-122.42017,217,30,10,0.21,2,70
Western Addition,Entire home/apt,37.77128,-122.42841,260,30,78,1.65,1,365
Castro/Upper Market,Entire home/apt,37.76766,-122.42669,450,3,5,0.11,1,0
Bernal Heights,Entire home/apt,37.74278,-122.4196,175,3,29,0.62,1,14
Seacliff,Entire home/apt,37.78228,-122.49278,400,2,70,1.78,2,0
Castro/Upper Market,Entire home/apt,37.76525,-122.43316,350,2,12,0.49,3,0
Potrero Hill,Private room,37.76224,-122.39674,180,30,2,0.05,1,217
Potrero Hill,Entire home/apt,37.76519,-122.40375,50,31,24,0.5,2,154
Marina,Entire home/apt,37.80225,-122.44212,245,30,17,0.35,1,60
Mission,Private room,37.76721,-122.41712,400,4,44,0.93,2,276
Twin Peaks,Entire home/apt,37.75777,-122.44346,400,3,34,0.78,3,255
Castro/Upper Market,Entire home/apt,37.7593,-122.43895,125,3,119,3.06,1,137
Mission,Entire home/apt,37.75667,-122.41053,400,4,11,0.23,1,0
Downtown/Civic Center,Private room,37.78738,-122.40983,180,2,17,0.36,29,0
Potrero Hill,Entire home/apt,37.76065,-122.40146,140,2,30,0.93,1,0
Haight Ashbury,Entire home/apt,37.76488,-122.44805,475,7,3,0.08,1,186
Potrero Hill,Entire home/apt,37.75531,-122.39975,150,3,115,2.46,2,136
South of Market,Shared room,37.78594,-122.39409,90,30,147,3.1,1,354
South of Market,Private room,37.77698,-122.41384,100,60,2,0.05,1,0
Marina,Entire home/apt,37.80528,-122.44026,329,5,36,0.76,2,33
Visitacion Valley,Private room,37.71143,-122.40057,100,2,240,5.01,4,146
Mission,Entire home/apt,37.75076,-122.41797,185,30,38,0.79,2,115
Mission,Entire home/apt,37.76462,-122.40675,225,2,78,1.66,1,0
Western Addition,Private room,37.78443,-122.44355,49,30,106,2.22,3,49
Outer Sunset,Private room,37.74758,-122.4907,200,2,109,2.49,3,274
Bernal Heights,Private room,37.74576,-122.41543,95,3,112,2.34,1,295
Potrero Hill,Private room,37.75526,-122.39827,147,1,286,6,2,160
Potrero Hill,Private room,37.75512,-122.40041,149,1,260,5.46,2,342
Outer Sunset,Entire home/apt,37.76351,-122.49791,350,2,13,0.36,2,339
Downtown/Civic Center,Private room,37.78664,-122.40943,180,2,12,0.25,29,0
Downtown/Civic Center,Private room,37.78836,-122.41063,180,2,7,0.19,29,0
Downtown/Civic Center,Private room,37.7877,-122.40991,180,2,6,0.13,29,0
Downtown/Civic Center,Private room,37.78846,-122.40959,180,2,9,0.2,29,0
Castro/Upper Market,Entire home/apt,37.76684,-122.43435,220,3,8,0.17,2,48
North Beach,Entire home/apt,37.80332,-122.40782,640,3,42,1.59,1,33
Western Addition,Entire home/apt,37.78056,-122.44744,155,2,149,3.13,1,299
Bernal Heights,Entire home/apt,37.7459,-122.42015,255,30,58,1.23,1,0
Western Addition,Private room,37.78457,-122.44501,69,30,1,0.79,3,328
Noe Valley,Entire home/apt,37.74697,-122.43817,450,3,41,0.87,2,334
Presidio Heights,Entire home/apt,37.78267,-122.45309,700,31,48,1.06,1,257
Nob Hill,Private room,37.79617,-122.41236,140,3,301,6.26,1,64
Mission,Private room,37.75054,-122.41656,173,1,111,2.31,2,53
Noe Valley,Entire home/apt,37.75114,-122.43233,165,30,46,0.98,1,361
Outer Sunset,Private room,37.74666,-122.50256,70,30,51,1.08,1,32
Mission,Private room,37.75032,-122.41668,99,1,247,5.25,3,264
Downtown/Civic Center,Private room,37.78749,-122.40949,180,2,2,0.04,29,0
Castro/Upper Market,Entire home/apt,37.75927,-122.43158,495,3,10,0.25,1,3
Visitacion Valley,Private room,37.71299,-122.40017,120,2,165,3.46,4,135
Potrero Hill,Entire home/apt,37.75909,-122.40056,175,1,123,2.59,1,108
Outer Sunset,Entire home/apt,37.75284,-122.50436,162,30,22,0.46,5,262
Mission,Entire home/apt,37.75417,-122.42153,275,3,37,0.79,1,57
Twin Peaks,Entire home/apt,37.75967,-122.44688,185,30,177,3.73,1,59
Visitacion Valley,Private room,37.71297,-122.40053,120,2,177,3.7,4,115
South of Market,Entire home/apt,37.77051,-122.3926,299,30,1,0.02,14,128
Mission,Private room,37.76264,-122.42082,3200,1125,2,0.04,1,0
Mission,Entire home/apt,37.7597,-122.42317,249,30,6,0.13,5,127
North Beach,Entire home/apt,37.79878,-122.40585,170,30,57,1.2,2,306
Downtown/Civic Center,Private room,37.78846,-122.41062,190,2,8,0.17,29,0
Downtown/Civic Center,Private room,37.78722,-122.41068,190,2,1,0.03,29,0
Noe Valley,Private room,37.75345,-122.44196,129,30,10,0.21,3,318
Financial District,Entire home/apt,37.79801,-122.40037,272,30,0,0,14,141
Downtown/Civic Center,Private room,37.78846,-122.41117,250,2,6,0.14,29,0
Nob Hill,Entire home/apt,37.79248,-122.41844,100,30,7,0.15,1,35
Marina,Private room,37.80194,-122.44017,149,2,277,5.87,1,39
Noe Valley,Entire home/apt,37.74552,-122.43499,250,1,35,0.74,1,2
Bayview,Private room,37.7302,-122.39827,60,30,124,2.59,1,161
Financial District,Entire home/apt,37.78724,-122.39937,301,30,4,0.09,24,340
Mission,Entire home/apt,37.75842,-122.41196,358,5,36,0.75,2,9
Bernal Heights,Entire home/apt,37.74663,-122.40726,299,4,21,0.45,1,0
Inner Sunset,Private room,37.76421,-122.46433,139,3,89,1.88,1,93
Western Addition,Entire home/apt,37.78518,-122.44283,2000,2,18,0.49,3,218
Western Addition,Entire home/apt,37.78255,-122.4381,365,30,22,0.46,1,170
Potrero Hill,Entire home/apt,37.75977,-122.40096,225,4,0,0,2,264
Outer Richmond,Private room,37.77745,-122.47989,99,2,93,2.21,2,64
Haight Ashbury,Private room,37.76731,-122.4458,175,1,117,2.46,1,357
Visitacion Valley,Private room,37.72213,-122.40632,410,3,95,2.03,2,40
South of Market,Private room,37.77514,-122.40897,200,13,0,0,1,0
Haight Ashbury,Entire home/apt,37.77016,-122.44807,210,30,20,0.44,1,334
Outer Richmond,Private room,37.77812,-122.50262,133,2,288,6.1,1,111
Western Addition,Private room,37.77856,-122.43633,140,3,52,1.09,3,0
Noe Valley,Entire home/apt,37.74844,-122.4282,145,1,338,7.1,1,209
Haight Ashbury,Entire home/apt,37.76922,-122.44698,150,2,241,5.11,1,15
Noe Valley,Entire home/apt,37.75377,-122.44197,135,2,240,5.62,1,103
Twin Peaks,Private room,37.75135,-122.45383,135,2,191,4.03,1,335
Outer Richmond,Entire home/apt,37.77785,-122.48011,204,2,120,2.67,2,20
Western Addition,Entire home/apt,37.78397,-122.42254,129,60,8,0.17,1,309
Western Addition,Entire home/apt,37.78835,-122.42833,150,3,52,1.29,1,0
Potrero Hill,Private room,37.75429,-122.4012,39,30,5,0.11,2,16
Bernal Heights,Private room,37.74067,-122.41489,140,30,115,2.76,1,248
Russian Hill,Entire home/apt,37.80031,-122.41268,350,1,17,0.96,4,0
Bayview,Private room,37.7352,-122.38566,100,2,113,2.43,1,311
Castro/Upper Market,Entire home/apt,37.76479,-122.43145,130,30,19,0.41,1,3
Noe Valley,Entire home/apt,37.75411,-122.43832,259,2,195,4.68,1,59
Outer Mission,Private room,37.73035,-122.4452,104,3,201,4.25,1,122
Western Addition,Private room,37.77191,-122.43226,95,1,163,3.45,2,0
Bayview,Private room,37.71755,-122.39659,90,1,140,2.97,1,68
Castro/Upper Market,Private room,37.76414,-122.43189,150,2,234,5.06,2,306
Potrero Hill,Entire home/apt,37.76391,-122.39553,185,2,61,1.29,1,0
Mission,Private room,37.75829,-122.41963,89,4,121,2.57,3,0
Downtown/Civic Center,Entire home/apt,37.78894,-122.41722,149,30,112,2.43,1,346
Bernal Heights,Entire home/apt,37.74728,-122.40766,165,2,127,2.9,2,11
Bernal Heights,Entire home/apt,37.74727,-122.40863,250,3,97,2.68,2,6
Financial District,Entire home/apt,37.78935,-122.39862,255,30,5,0.11,24,331
Financial District,Entire home/apt,37.79602,-122.39837,176,31,5,0.15,8,334
Financial District,Private room,37.78424,-122.39925,100,180,0,0,1,0
West of Twin Peaks,Entire home/apt,37.74288,-122.46147,99,1,297,6.27,2,217
Outer Richmond,Private room,37.77898,-122.50675,129,1,423,8.94,2,295
Crocker Amazon,Private room,37.7117,-122.43451,98,1,439,9.85,1,238
Outer Richmond,Entire home/apt,37.77974,-122.49897,100,1,195,4.15,1,284
Seacliff,Private room,37.78668,-122.49316,135,2,181,3.99,2,51
Western Addition,Entire home/apt,37.78409,-122.4438,293,30,2,0.04,2,359
Financial District,Entire home/apt,37.78758,-122.39868,501,30,2,0.08,24,336
Potrero Hill,Entire home/apt,37.76118,-122.3967,195,3,53,1.32,1,64
Marina,Entire home/apt,37.80584,-122.44309,350,30,4,0.12,1,218
Outer Richmond,Entire home/apt,37.77392,-122.50925,150,30,99,2.16,1,321
Mission,Private room,37.7583,-122.41948,220,4,13,0.28,3,0
Mission,Entire home/apt,37.75126,-122.40794,139,30,26,0.59,1,146
Marina,Private room,37.80259,-122.42695,170,3,130,2.84,1,0
South of Market,Entire home/apt,37.77219,-122.41672,250,2,30,0.64,1,114
West of Twin Peaks,Entire home/apt,37.728,-122.46162,144,4,72,1.6,2,42
Outer Mission,Entire home/apt,37.72207,-122.43773,177,2,155,3.76,3,144
Bernal Heights,Entire home/apt,37.73391,-122.42901,109,2,166,3.64,1,275
Noe Valley,Entire home/apt,37.75317,-122.43643,175,30,72,1.54,2,365
Noe Valley,Private room,37.74952,-122.43639,95,3,1,0.02,3,0
Noe Valley,Private room,37.74739,-122.43746,110,2,0,0,3,0
Excelsior,Entire home/apt,37.72944,-122.42899,115,3,150,3.24,1,217
Downtown/Civic Center,Entire home/apt,37.78268,-122.4222,110,30,20,0.43,1,295
Mission,Entire home/apt,37.74855,-122.40941,260,2,135,2.87,1,316
Inner Sunset,Entire home/apt,37.76104,-122.47504,159,30,102,2.17,1,346
North Beach,Entire home/apt,37.80297,-122.405,246,30,3,0.08,24,337
Outer Sunset,Entire home/apt,37.7602,-122.48114,129,30,78,1.76,1,274
North Beach,Entire home/apt,37.80302,-122.41025,205,3,227,4.93,1,57
Outer Sunset,Entire home/apt,37.75573,-122.50436,138,30,24,0.53,5,314
Downtown/Civic Center,Private room,37.7868,-122.40775,110,1,80,1.7,26,2
Bernal Heights,Entire home/apt,37.74053,-122.40893,186,30,6,0.13,4,14
Mission,Entire home/apt,37.76867,-122.41786,220,2,39,0.89,2,4
Downtown/Civic Center,Private room,37.78735,-122.40782,110,1,87,1.88,26,3
Downtown/Civic Center,Private room,37.78601,-122.40826,110,1,82,1.75,26,3
Mission,Entire home/apt,37.74916,-122.41986,950,3,26,0.64,1,102
Bernal Heights,Private room,37.74262,-122.40875,95,3,34,0.74,4,337
Inner Richmond,Entire home/apt,37.77858,-122.4492,599,5,20,0.46,1,0
South of Market,Entire home/apt,37.77941,-122.39551,550,30,2,0.14,1,355
Western Addition,Entire home/apt,37.77397,-122.42783,250,30,150,3.31,1,271
Castro/Upper Market,Entire home/apt,37.7591,-122.43515,270,30,1,0.02,1,364
Haight Ashbury,Entire home/apt,37.7718,-122.44404,1000,3,0,0,1,134
Noe Valley,Entire home/apt,37.75477,-122.42709,140,30,18,0.42,2,324
Noe Valley,Private room,37.74672,-122.43613,225,2,6,0.16,2,340
Outer Mission,Private room,37.7304,-122.43331,103,2,30,0.65,1,0
Nob Hill,Entire home/apt,37.79552,-122.41065,499,1,28,0.63,1,0
Castro/Upper Market,Entire home/apt,37.75942,-122.44133,250,30,5,0.12,3,233
Marina,Entire home/apt,37.80317,-122.44204,220,30,27,0.65,2,0
Western Addition,Entire home/apt,37.77084,-122.4303,200,2,23,0.53,1,7
Bernal Heights,Entire home/apt,37.73638,-122.41937,360,4,14,0.37,2,0
Russian Hill,Entire home/apt,37.80305,-122.42155,450,5,22,0.47,3,2
Downtown/Civic Center,Private room,37.78768,-122.4099,110,1,71,1.52,26,4
Downtown/Civic Center,Private room,37.78684,-122.4094,110,1,63,1.37,26,4
Downtown/Civic Center,Private room,37.78688,-122.409,110,1,95,2.05,26,3
Downtown/Civic Center,Private room,37.78543,-122.40831,110,1,41,0.89,26,3
Downtown/Civic Center,Private room,37.78546,-122.4085,40,1,93,2.03,26,2
Mission,Entire home/apt,37.75042,-122.41512,187,5,21,0.55,1,0
South of Market,Shared room,37.78406,-122.40517,200,30,0,0,2,365
Inner Richmond,Entire home/apt,37.77859,-122.46735,185,4,178,3.91,1,265
Outer Richmond,Private room,37.78336,-122.48767,69,30,0,0,2,121
Bayview,Private room,37.73238,-122.38702,69,1,12,3.75,5,113
Russian Hill,Entire home/apt,37.80073,-122.41798,550,30,5,0.11,1,365
Nob Hill,Private room,37.79148,-122.41479,155,30,35,0.75,1,353
South of Market,Entire home/apt,37.77231,-122.4213,320,5,17,0.39,1,12
Mission,Entire home/apt,37.75125,-122.40826,160,2,128,3.34,1,299
Mission,Shared room,37.7583,-122.4128,55,2,194,4.2,8,59
Mission,Shared room,37.7581,-122.41388,55,2,205,4.43,8,60
Mission,Shared room,37.75789,-122.41317,55,2,192,4.16,8,61
Mission,Shared room,37.75818,-122.41288,33,30,121,2.61,8,0
Pacific Heights,Private room,37.78916,-122.44018,150,1,16,0.52,1,3
Noe Valley,Private room,37.75612,-122.42588,120,2,78,1.8,2,137
Pacific Heights,Entire home/apt,37.79522,-122.42651,188,30,1,0.03,25,8
Mission,Entire home/apt,37.76176,-122.42492,435,3,21,0.48,2,0
Inner Sunset,Entire home/apt,37.75231,-122.46994,450,3,6,0.28,1,0
Outer Sunset,Entire home/apt,37.76419,-122.49092,150,2,237,5.19,1,34
Pacific Heights,Entire home/apt,37.79049,-122.44472,1200,4,24,0.53,1,29
Noe Valley,Entire home/apt,37.75319,-122.43805,190,30,93,2.01,1,179
Western Addition,Entire home/apt,37.77221,-122.43236,155,2,52,1.16,2,0
Mission,Entire home/apt,37.75861,-122.42491,166,30,4,0.1,4,358
Mission,Entire home/apt,37.75527,-122.42284,119,30,81,1.82,1,354
Western Addition,Private room,37.77872,-122.44187,124,1,49,1.13,1,0
Financial District,Entire home/apt,37.79143,-122.39136,249,30,0,0,27,290
Financial District,Entire home/apt,37.7913,-122.39178,309,30,0,0,27,275
Financial District,Entire home/apt,37.79268,-122.39159,279,30,0,0,27,275
Castro/Upper Market,Entire home/apt,37.76281,-122.42825,155,2,233,5.12,1,37
Mission,Private room,37.75268,-122.40753,144,1,259,5.82,2,42
Western Addition,Entire home/apt,37.77418,-122.43133,90,30,9,0.23,12,320
South of Market,Entire home/apt,37.77083,-122.39427,229,30,0,0,27,285
South of Market,Entire home/apt,37.77237,-122.39253,299,30,0,0,27,270
Nob Hill,Entire home/apt,37.79513,-122.41994,229,30,0,0,27,298
Inner Richmond,Entire home/apt,37.78528,-122.46538,310,30,2,0.14,24,353
Inner Richmond,Entire home/apt,37.78404,-122.46688,270,30,5,0.13,24,242
Nob Hill,Entire home/apt,37.79584,-122.41048,145,30,11,0.24,1,348
Castro/Upper Market,Entire home/apt,37.768,-122.43721,429,1,72,1.95,3,0
Castro/Upper Market,Private room,37.76762,-122.43748,189,1,96,2.17,3,85
Western Addition,Private room,37.77287,-122.43402,165,1,143,3.21,2,308
Noe Valley,Private room,37.74799,-122.42571,90,2,67,3.38,3,108
Pacific Heights,Private room,37.78918,-122.4419,186,4,46,1.01,3,273
Twin Peaks,Private room,37.75186,-122.4441,51,30,85,1.88,1,326
Downtown/Civic Center,Private room,37.78727,-122.41062,180,2,2,0.06,29,0
Downtown/Civic Center,Private room,37.78819,-122.4095,180,2,0,0,29,0
Downtown/Civic Center,Private room,37.78897,-122.41002,180,2,4,0.09,29,0
Mission,Entire home/apt,37.75245,-122.40706,251,2,48,1.06,1,5
Western Addition,Entire home/apt,37.7857,-122.44465,299,30,52,1.13,2,217
Western Addition,Private room,37.7692,-122.43531,99,1,493,10.75,1,212
Glen Park,Entire home/apt,37.73491,-122.42977,445,4,4,0.12,1,82
Castro/Upper Market,Entire home/apt,37.76018,-122.43225,170,30,4,0.1,25,340
Western Addition,Private room,37.77291,-122.43641,115,1,124,2.81,4,294
Noe Valley,Private room,37.7439,-122.42547,76,1,159,3.48,1,0
Parkside,Entire home/apt,37.7369,-122.50093,164,2,39,0.87,1,0
Mission,Entire home/apt,37.75191,-122.40497,350,2,28,0.62,1,0
Outer Richmond,Private room,37.77301,-122.50109,100,1,216,4.71,5,304
West of Twin Peaks,Entire home/apt,37.74536,-122.45548,495,30,2,0.05,1,350
Marina,Entire home/apt,37.80661,-122.43557,350,30,54,1.29,1,365
Outer Richmond,Private room,37.7734,-122.50268,100,1,85,1.87,5,0
Outer Richmond,Private room,37.77241,-122.50169,100,1,170,3.71,5,306
Downtown/Civic Center,Private room,37.77981,-122.4219,140,1,108,2.56,28,167
Noe Valley,Private room,37.7518,-122.42562,48,30,3,0.25,1,226
Mission,Entire home/apt,37.75728,-122.40849,95,2,86,1.92,2,305
Haight Ashbury,Private room,37.7693,-122.4514,99,3,0,0,2,0
Inner Sunset,Private room,37.76467,-122.45561,109,3,13,0.3,1,217
Ocean View,Private room,37.72062,-122.46706,50,30,3,0.12,2,48
North Beach,Private room,37.799,-122.40403,82,30,85,1.87,4,252
Downtown/Civic Center,Private room,37.78697,-122.40961,180,2,2,0.05,29,0
Downtown/Civic Center,Private room,37.78848,-122.4106,180,1,1,0.02,29,0
Western Addition,Entire home/apt,37.78329,-122.44518,360,7,33,0.72,2,319
Haight Ashbury,Private room,37.7697,-122.45234,80,4,63,1.42,2,0
Bernal Heights,Private room,37.74648,-122.41697,250,2,120,2.64,1,153
Bernal Heights,Private room,37.73228,-122.41495,75,1,262,5.75,2,44
Mission,Private room,37.76354,-122.42524,125,2,193,4.46,1,6
Mission,Private room,37.75566,-122.4186,165,30,74,1.62,1,217
Nob Hill,Entire home/apt,37.79291,-122.41544,200,4,23,0.63,1,6
Haight Ashbury,Entire home/apt,37.76691,-122.45125,110,30,16,0.36,1,0
Nob Hill,Entire home/apt,37.7915,-122.41499,110,85,4,0.09,1,0
Nob Hill,Entire home/apt,37.79047,-122.41059,120,30,11,0.25,1,341
Outer Sunset,Private room,37.75582,-122.49133,105,30,32,0.7,1,365
Pacific Heights,Private room,37.78801,-122.44228,286,3,74,1.78,3,252
Bernal Heights,Entire home/apt,37.74478,-122.42141,275,30,86,1.91,1,135
Outer Mission,Entire home/apt,37.72771,-122.44015,400,3,16,0.37,1,314
Downtown/Civic Center,Private room,37.778,-122.42271,144,2,7,0.19,1,0
Haight Ashbury,Entire home/apt,37.75887,-122.45112,138,30,1,0.03,40,264
Western Addition,Private room,37.78895,-122.43186,154,2,99,2.71,1,208
Inner Richmond,Entire home/apt,37.77393,-122.47687,499,30,103,2.42,1,86
Noe Valley,Entire home/apt,37.75332,-122.43363,995,2,11,0.76,1,3
Chinatown,Private room,37.7917,-122.40735,350,2,0,0,10,365
Twin Peaks,Entire home/apt,37.75259,-122.44498,550,3,47,1.24,1,1
Noe Valley,Private room,37.74935,-122.42838,250,4,30,0.85,1,227
West of Twin Peaks,Entire home/apt,37.72877,-122.46143,119,3,95,2.18,1,113
Inner Richmond,Entire home/apt,37.77422,-122.46773,135,3,199,4.42,1,48
South of Market,Entire home/apt,37.77887,-122.3916,144,30,3,0.13,34,309
South of Market,Shared room,37.78136,-122.40373,40,30,20,0.44,2,327
Western Addition,Entire home/apt,37.77862,-122.43221,550,2,16,0.41,2,0
Twin Peaks,Private room,37.75716,-122.44557,100,2,92,4.47,1,118
Castro/Upper Market,Private room,37.7568,-122.44052,65,30,13,0.38,8,85
Nob Hill,Entire home/apt,37.79428,-122.41336,175,30,3,0.07,1,336
Noe Valley,Private room,37.74687,-122.4284,105,1,342,7.63,4,183
Potrero Hill,Entire home/apt,37.75371,-122.39876,225,3,1,0.02,1,0
Pacific Heights,Entire home/apt,37.79601,-122.43041,225,30,10,0.24,1,348
Mission,Entire home/apt,37.75666,-122.40981,189,30,4,0.12,25,20
Western Addition,Entire home/apt,37.77658,-122.43663,1150,30,9,0.24,2,365
Russian Hill,Entire home/apt,37.80658,-122.41986,1500,5,38,0.85,1,10
Inner Richmond,Entire home/apt,37.7739,-122.46834,275,3,1,1,1,12
Mission,Entire home/apt,37.76067,-122.42464,250,3,23,0.56,1,0
Noe Valley,Private room,37.74571,-122.43022,105,1,222,5.47,4,23
Noe Valley,Entire home/apt,37.7492,-122.44064,650,2,22,0.49,3,17
Noe Valley,Private room,37.75078,-122.4427,138,1,12,0.27,3,0
Lakeshore,Private room,37.73352,-122.48228,64,2,140,3.4,1,234
Western Addition,Entire home/apt,37.77337,-122.43529,750,3,65,1.56,1,264
Western Addition,Entire home/apt,37.77839,-122.44337,180,31,82,1.89,1,315
Western Addition,Entire home/apt,37.78563,-122.42594,185,30,15,0.34,1,184
North Beach,Private room,37.79873,-122.40408,95,1,74,1.64,25,99
North Beach,Private room,37.79934,-122.40609,95,1,60,1.4,25,103
Inner Sunset,Entire home/apt,37.76588,-122.46255,97,30,7,0.2,1,59
North Beach,Private room,37.79914,-122.40444,99,1,81,1.85,25,88
Western Addition,Entire home/apt,37.78886,-122.43241,499,4,5,0.11,1,0
Bernal Heights,Private room,37.74236,-122.41679,95,2,95,2.14,1,238
Mission,Private room,37.76765,-122.42395,120,2,59,1.39,1,310
Downtown/Civic Center,Private room,37.7863,-122.41629,129,1,316,7.04,8,312
Russian Hill,Private room,37.79905,-122.41835,80,31,90,2.03,1,64
Parkside,Private room,37.74566,-122.478,65,30,69,1.61,5,265
Inner Richmond,Entire home/apt,37.77903,-122.46585,300,1,178,5.64,2,244
Mission,Private room,37.7572,-122.42362,129,1,115,3.29,1,225
Mission,Private room,37.7516,-122.41633,80,30,14,0.51,1,0
